,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
1251,32,0,RARELY,CONSULTANTS,2,F,3,M,5175,5,0,12,3,40,9,3,2,5,3,1,3
1252,49,0,FREQUENTLY,CONSULTANTS,1,M,4,M,19161,3,0,15,3,40,28,3,3,5,4,4,3
1253,48,0,RARELY,SALES,1,M,2,M,8120,3,0,12,3,40,12,3,3,2,2,2,2
1254,30,0,RARELY,SALES,3,F,4,M,9419,2,0,12,3,40,12,2,3,10,9,7,4
1255,39,0,RARELY,CONSULTANTS,1,M,3,S,13464,7,0,21,4,40,9,3,3,4,3,2,2
1256,21,0,RARELY,SALES,1,M,1,S,2380,1,1,11,3,48,2,6,3,2,2,1,2
1257,34,0,RARELY,SALES,3,M,1,S,4759,3,0,18,3,40,15,2,3,13,9,3,12
1258,42,0,FREQUENTLY,CONSULTANTS,2,M,3,M,2093,4,0,17,3,40,8,4,3,2,2,2,0
1259,32,0,RARELY,CONSULTANTS,4,M,4,S,9679,8,0,24,4,40,8,1,3,1,0,0,0
1260,51,0,FREQUENTLY,SALES,3,M,2,D,19847,4,1,24,4,52,31,5,2,29,10,11,10
1261,24,0,RARELY,CONSULTANTS,1,F,3,D,4377,1,0,15,3,40,5,6,3,4,2,3,2
1262,23,0,RARELY,CONSULTANTS,1,M,4,D,2904,1,0,12,3,40,4,2,2,4,2,0,2
1263,41,0,NON_TRAVEL,OPERATIONS,3,M,2,M,6430,6,0,19,3,40,10,4,3,3,2,1,2
1264,36,0,FREQUENTLY,SALES,4,M,4,M,9699,4,0,11,3,40,16,2,3,13,9,1,12
1265,31,0,RARELY,CONSULTANTS,1,F,4,M,3929,8,1,23,4,48,7,0,3,4,2,0,2
1266,39,0,RARELY,CONSULTANTS,2,M,3,D,3069,0,0,15,3,40,11,3,3,10,8,0,7
1267,21,0,RARELY,CONSULTANTS,2,M,4,S,1232,1,0,14,3,40,0,6,3,0,0,0,0
1268,39,0,RARELY,SALES,4,M,1,S,13341,0,0,12,3,40,21,3,3,20,8,11,10
1269,40,0,RARELY,CONSULTANTS,2,F,1,M,3377,4,0,17,3,40,7,5,2,4,3,0,2
1270,34,1,FREQUENTLY,OPERATIONS,3,F,1,D,9950,9,1,15,3,52,11,2,3,3,2,0,2
1271,60,0,RARELY,SALES,4,M,1,S,5405,8,0,14,3,40,10,1,3,2,2,2,2
1272,42,0,RARELY,CONSULTANTS,3,M,1,M,5538,5,0,18,3,40,10,2,2,0,0,0,0
1273,33,0,FREQUENTLY,SALES,3,F,1,M,5376,2,0,19,3,40,10,3,3,5,3,1,3
1274,26,0,FREQUENTLY,CONSULTANTS,3,F,2,D,6397,1,0,20,4,40,6,6,1,6,5,1,4
1275,27,0,RARELY,CONSULTANTS,4,F,1,D,2341,1,0,13,3,40,1,6,3,1,0,0,0
1276,48,1,FREQUENTLY,SALES,2,F,3,M,2655,2,1,11,3,51,19,3,3,9,7,7,7
1277,30,0,NON_TRAVEL,CONSULTANTS,1,M,3,S,8474,1,0,22,4,40,12,2,3,11,8,5,8
1278,48,1,RARELY,CONSULTANTS,2,M,3,S,5381,9,1,13,3,51,23,2,3,1,0,0,0
1279,57,0,RARELY,CONSULTANTS,4,M,3,M,6755,2,0,11,3,40,15,2,3,3,2,1,2
1280,23,0,RARELY,CONSULTANTS,3,M,1,M,2819,2,0,16,3,40,5,3,4,3,2,0,2
1281,49,0,RARELY,CONSULTANTS,2,F,2,M,7403,4,0,11,3,40,29,3,2,26,9,1,7
1282,35,1,RARELY,SALES,2,M,4,D,5440,6,1,14,3,53,7,2,2,2,2,2,2
1283,28,1,FREQUENTLY,SALES,3,M,3,M,2909,3,0,15,3,40,5,3,4,3,2,1,2
1284,32,0,FREQUENTLY,SALES,4,M,4,S,4802,8,0,13,3,50,4,2,4,1,1,0,1
1285,34,0,NON_TRAVEL,CONSULTANTS,4,M,4,M,2979,3,0,17,3,40,6,2,3,0,0,0,0
1286,34,0,RARELY,CONSULTANTS,3,F,2,M,3294,5,0,17,3,40,7,2,2,5,4,0,2
1287,36,0,FREQUENTLY,CONSULTANTS,2,M,2,S,2088,4,0,12,3,40,13,3,2,8,7,7,2
1288,36,0,RARELY,CONSULTANTS,4,F,3,M,4663,9,0,12,3,51,7,2,3,3,2,1,1
1289,36,0,FREQUENTLY,CONSULTANTS,2,F,2,D,5131,7,0,13,3,40,18,3,3,4,2,0,2
1290,44,0,RARELY,OPERATIONS,4,F,3,S,5985,4,0,11,3,40,10,1,4,2,2,0,2
1291,33,1,RARELY,CONSULTANTS,4,M,4,S,2686,1,1,13,3,55,10,2,2,10,9,7,8
1292,56,0,RARELY,SALES,5,F,1,M,5380,4,0,16,3,40,6,3,3,0,0,0,0
1293,34,0,RARELY,CONSULTANTS,4,F,3,S,4809,1,0,14,3,40,16,3,3,16,13,2,10
1294,34,1,FREQUENTLY,CONSULTANTS,3,M,3,S,6074,1,1,24,4,52,9,3,3,9,7,0,6
1295,36,0,RARELY,SALES,4,F,4,S,4502,3,0,15,3,40,17,2,2,13,7,6,7
1296,39,0,FREQUENTLY,CONSULTANTS,3,F,3,S,5042,0,0,13,3,40,10,2,1,9,2,3,8
1297,31,1,RARELY,CONSULTANTS,3,F,2,S,1261,1,0,12,3,40,1,3,4,1,0,0,0
1298,36,0,RARELY,CONSULTANTS,4,F,1,M,3419,9,1,14,3,45,6,3,4,1,1,0,0
1299,27,0,RARELY,SALES,3,F,4,M,2534,8,0,14,3,40,5,4,3,1,0,0,0
1300,41,1,RARELY,SALES,2,F,2,S,3140,1,1,22,4,53,4,5,2,4,3,0,2
1301,56,0,RARELY,CONSULTANTS,3,M,4,M,11103,7,0,11,3,40,30,1,2,10,7,1,1
1302,28,1,RARELY,CONSULTANTS,4,M,4,M,3464,5,1,13,3,55,5,4,2,3,2,2,2
1303,34,0,RARELY,CONSULTANTS,2,M,4,D,2661,0,0,11,3,40,3,2,3,2,2,1,2
1304,21,0,RARELY,CONSULTANTS,2,M,4,S,4900,1,0,12,3,40,0,5,3,0,0,0,0
1305,46,0,RARELY,CONSULTANTS,4,M,4,D,7379,2,0,11,3,40,12,3,2,6,3,1,4
1306,46,1,RARELY,CONSULTANTS,2,F,2,M,8926,4,0,22,4,40,13,2,4,9,7,3,7
1307,24,1,FREQUENTLY,CONSULTANTS,3,F,3,M,2886,1,1,16,3,52,6,4,3,6,3,1,2
1308,28,0,FREQUENTLY,CONSULTANTS,3,M,3,D,2703,1,1,14,3,47,3,2,3,3,1,0,2
1309,23,0,RARELY,CONSULTANTS,2,M,4,S,4900,1,0,10,4,40,0,2,3,1,1,0,1
1310,34,0,RARELY,SALES,3,M,3,M,7083,1,1,14,3,48,10,3,3,10,9,8,6
1311,30,0,NON_TRAVEL,SALES,2,F,3,M,4736,7,1,12,3,47,4,2,4,2,2,2,2
1312,27,0,RARELY,CONSULTANTS,3,M,1,D,4066,1,0,11,3,40,7,3,3,7,7,0,7
1313,46,0,RARELY,SALES,1,M,3,M,17465,3,0,12,3,40,23,3,3,12,9,4,9
1314,39,0,RARELY,SALES,4,M,4,M,6120,3,1,12,3,45,8,2,4,5,4,1,4
1315,34,0,RARELY,SALES,1,F,4,M,8103,3,1,12,3,53,9,3,2,4,2,0,1
1316,49,0,RARELY,CONSULTANTS,4,M,2,D,10466,3,0,14,3,40,29,3,3,8,7,0,7
1317,26,0,RARELY,CONSULTANTS,3,F,2,M,2368,1,0,19,3,40,5,3,2,5,4,4,3
1318,45,0,RARELY,CONSULTANTS,5,F,1,S,5769,1,1,14,3,47,10,3,3,10,7,1,4
1319,21,1,RARELY,CONSULTANTS,1,F,4,S,2693,1,0,19,3,40,1,3,2,1,0,0,0
1320,38,0,RARELY,CONSULTANTS,3,M,4,M,6261,3,0,18,3,40,9,3,1,7,7,1,7
1321,46,0,RARELY,CONSULTANTS,4,M,4,D,19627,9,0,17,3,40,23,0,3,2,2,2,2
1322,32,1,RARELY,SALES,4,M,4,M,10400,1,0,11,3,40,14,2,2,14,8,9,8
1323,24,0,FREQUENTLY,SALES,3,M,4,M,2400,0,0,13,3,40,3,3,3,2,2,2,1
1324,40,0,NON_TRAVEL,SALES,3,M,1,D,10932,3,0,15,3,40,20,2,3,1,0,0,1
1325,35,0,RARELY,CONSULTANTS,3,M,3,M,3407,1,0,17,3,40,10,3,2,10,9,6,8
1326,40,1,RARELY,CONSULTANTS,3,M,1,S,2166,3,1,14,3,70,10,3,1,4,2,0,3
1327,53,1,RARELY,CONSULTANTS,5,F,4,M,10169,0,0,16,3,40,34,4,3,33,7,1,9
1328,35,0,RARELY,SALES,3,F,4,M,2014,1,0,13,3,40,2,3,3,2,2,2,2
1329,55,1,RARELY,SALES,4,M,3,S,13695,6,1,17,3,53,24,2,2,19,7,3,8
1330,30,0,FREQUENTLY,CONSULTANTS,4,M,4,D,3761,9,0,12,3,40,10,3,2,5,4,0,3
1331,35,0,RARELY,CONSULTANTS,4,F,3,S,2506,3,0,13,3,40,7,0,3,2,2,2,2
1332,44,0,FREQUENTLY,SALES,5,F,3,M,4768,7,0,12,3,40,11,4,2,1,0,0,0
1333,25,1,RARELY,SALES,2,M,1,M,4400,3,0,12,3,40,6,2,3,3,2,2,2
1334,29,0,RARELY,CONSULTANTS,5,M,4,S,3983,0,0,17,3,40,4,2,3,3,2,2,2
1335,27,1,FREQUENTLY,OPERATIONS,3,F,2,M,2863,1,0,12,3,40,1,2,3,1,0,0,0
1336,50,0,RARELY,CONSULTANTS,4,M,3,M,17046,0,0,15,3,40,28,2,3,27,10,15,7
1337,36,0,RARELY,CONSULTANTS,3,M,2,S,4485,4,0,12,3,40,10,2,3,8,0,7,7
1338,50,0,RARELY,CONSULTANTS,5,F,1,D,13269,5,0,15,3,40,19,3,3,14,11,1,11
1339,22,0,RARELY,CONSULTANTS,1,M,1,M,2451,1,0,15,3,40,4,3,2,4,3,1,1
1340,30,0,FREQUENTLY,CONSULTANTS,4,F,1,S,4968,0,0,16,3,40,10,2,3,9,7,0,7
1341,34,0,FREQUENTLY,CONSULTANTS,3,M,1,D,17007,7,0,14,3,40,16,3,2,14,8,6,9
1342,34,0,NON_TRAVEL,SALES,3,M,3,D,4001,1,1,14,3,48,15,3,3,15,14,0,7
1343,27,0,FREQUENTLY,SALES,1,F,4,D,4647,1,1,20,4,48,6,3,3,6,5,0,4
1344,31,0,RARELY,CONSULTANTS,2,M,1,M,2218,1,0,12,3,40,4,3,3,4,2,3,2
1345,27,0,RARELY,SALES,3,M,4,S,4105,1,0,14,3,40,7,5,3,7,7,0,7
1346,29,1,RARELY,SALES,3,F,3,D,2800,6,1,19,3,51,5,3,3,3,2,0,2
1347,35,0,RARELY,CONSULTANTS,2,M,4,D,1951,1,0,12,3,40,1,3,3,1,0,0,0
1348,43,0,RARELY,CONSULTANTS,3,M,2,D,14336,1,0,11,3,40,25,3,3,25,10,3,9
1349,47,0,RARELY,CONSULTANTS,3,M,3,S,8633,2,0,23,4,40,25,3,3,17,14,12,11
1350,35,0,RARELY,CONSULTANTS,5,M,1,M,5208,1,0,11,3,40,16,2,3,16,15,1,10
1351,41,0,RARELY,CONSULTANTS,3,M,4,M,2782,3,0,22,4,40,12,3,3,5,3,1,0
1352,33,0,FREQUENTLY,SALES,1,M,4,M,9998,6,0,13,3,40,8,2,4,5,4,1,2
1353,52,0,FREQUENTLY,CONSULTANTS,4,F,4,M,13826,3,0,22,4,40,31,3,3,9,8,0,0
1354,24,0,NON_TRAVEL,CONSULTANTS,2,F,3,D,4011,0,0,18,3,40,5,5,2,4,2,1,3
1355,41,0,RARELY,SALES,1,M,3,D,8189,3,1,13,3,49,12,2,3,9,7,0,7
1356,31,0,RARELY,SALES,2,M,4,D,10793,1,0,18,3,40,13,5,3,13,7,9,9
1357,40,0,FREQUENTLY,CONSULTANTS,4,M,2,M,13503,1,0,22,4,40,22,3,2,22,3,11,11
1358,30,0,RARELY,SALES,4,M,2,M,9250,3,0,12,3,40,9,3,3,4,2,1,3
1359,31,0,RARELY,SALES,4,F,4,M,5468,1,0,14,3,40,13,3,3,12,7,5,7
1360,47,0,NON_TRAVEL,CONSULTANTS,1,F,2,M,11957,0,0,18,3,40,14,3,1,13,8,5,12
1361,24,0,RARELY,CONSULTANTS,2,M,2,M,2127,1,0,21,4,40,1,2,3,1,0,0,0
1362,31,1,FREQUENTLY,SALES,4,M,4,M,5617,1,1,11,3,51,10,4,3,10,7,0,8
1363,58,0,RARELY,SALES,4,M,3,S,13872,0,0,13,3,40,38,1,2,37,10,1,8
1364,48,0,RARELY,SALES,1,F,3,M,12504,3,0,21,4,40,15,3,1,0,0,0,0
1365,39,0,RARELY,SALES,4,F,3,M,5902,4,0,14,3,40,17,1,4,15,11,5,9
1366,31,0,NON_TRAVEL,CONSULTANTS,3,F,3,M,11031,4,0,20,4,40,13,2,4,11,7,4,8
1367,27,0,FREQUENTLY,SALES,1,M,4,M,4342,0,0,19,3,40,5,3,3,4,2,1,1
1368,40,1,RARELY,SALES,2,M,3,M,6380,2,1,12,3,50,8,6,3,6,4,1,0
1369,41,0,FREQUENTLY,CONSULTANTS,3,M,3,D,19419,2,0,17,3,40,21,2,4,18,16,0,11
1370,39,0,NON_TRAVEL,SALES,4,F,3,M,5736,6,0,19,3,40,10,1,3,3,2,1,2
1371,27,0,RARELY,SALES,3,F,4,M,5769,1,1,11,3,47,6,3,3,6,2,4,4
1372,36,0,RARELY,OPERATIONS,3,M,2,M,2143,4,0,13,3,40,8,2,3,5,2,0,4
1373,31,0,RARELY,CONSULTANTS,2,M,1,M,6833,1,1,12,3,52,6,2,2,6,5,0,1
1374,29,0,RARELY,CONSULTANTS,4,F,3,M,2974,9,0,17,3,40,9,2,3,5,3,1,2
1375,58,0,RARELY,CONSULTANTS,4,M,3,D,2372,1,0,12,3,40,2,3,3,2,2,2,2
1376,38,0,RARELY,SALES,4,F,4,S,8686,4,0,22,4,40,12,2,4,8,3,0,7
1377,33,0,FREQUENTLY,SALES,3,M,1,M,4373,0,0,14,3,40,5,2,3,4,3,0,3
1378,50,0,RARELY,CONSULTANTS,3,M,3,M,3690,2,0,15,3,40,5,2,2,3,2,0,2
1379,32,1,RARELY,CONSULTANTS,3,M,3,S,3730,0,1,14,3,66,4,2,1,3,2,1,2
1380,30,1,RARELY,SALES,3,M,4,S,1081,1,0,13,3,40,1,3,2,1,0,0,0
1381,35,0,FREQUENTLY,CONSULTANTS,3,F,2,S,4425,5,0,11,3,40,10,5,3,6,2,1,2
1382,53,0,FREQUENTLY,SALES,3,F,2,M,7525,2,0,12,3,40,30,2,3,15,7,6,12
1383,27,0,RARELY,CONSULTANTS,3,F,3,M,3517,7,0,17,3,40,5,0,3,3,2,0,2
1384,52,0,NON_TRAVEL,SALES,4,M,4,D,3482,2,0,15,3,40,16,3,2,9,8,0,0
1385,35,1,RARELY,SALES,3,M,1,S,9582,0,1,22,4,52,9,2,3,8,7,4,7
1386,41,0,RARELY,CONSULTANTS,2,F,3,M,3376,1,0,13,3,40,10,3,3,10,6,0,8
1387,30,0,RARELY,CONSULTANTS,3,F,4,M,4627,0,0,12,3,40,10,6,3,9,2,6,7
1388,31,0,FREQUENTLY,CONSULTANTS,2,F,3,M,8943,1,0,24,4,40,10,2,3,10,9,8,9
1389,47,0,RARELY,SALES,4,M,1,S,4960,2,0,12,3,40,20,2,3,7,7,1,7
1390,34,0,NON_TRAVEL,CONSULTANTS,1,F,3,D,2029,1,0,20,4,40,5,2,3,5,4,0,0
1391,32,0,RARELY,CONSULTANTS,2,F,2,M,5878,3,0,12,3,40,12,2,3,7,1,2,5
1392,22,0,RARELY,CONSULTANTS,1,M,3,M,2773,0,0,20,4,40,3,3,3,2,2,2,2
1393,54,0,FREQUENTLY,CONSULTANTS,4,F,4,D,16032,3,0,20,4,40,26,2,3,14,9,1,12
1394,58,1,RARELY,CONSULTANTS,3,M,3,S,2479,4,0,24,4,40,7,4,3,1,0,0,0
1395,29,1,FREQUENTLY,SALES,3,M,1,S,1091,1,0,17,3,40,1,3,3,1,0,0,0
1396,40,0,FREQUENTLY,CONSULTANTS,2,F,4,M,4422,3,1,13,3,64,16,3,1,1,1,0,0
1397,31,1,RARELY,OPERATIONS,5,M,1,M,2956,0,0,17,3,40,2,4,3,1,0,0,0
1398,29,0,RARELY,CONSULTANTS,2,M,2,M,4025,4,1,13,3,49,10,2,3,4,3,0,3
1399,28,0,RARELY,SALES,3,M,1,M,4724,1,0,11,3,40,5,0,3,5,3,0,4
1400,27,0,NON_TRAVEL,CONSULTANTS,3,M,4,M,1706,1,0,11,3,40,0,6,2,0,0,0,0
1401,36,0,RARELY,CONSULTANTS,4,F,2,S,5410,9,1,11,3,47,18,2,3,16,14,5,12
1402,38,0,FREQUENTLY,CONSULTANTS,3,M,3,S,9526,0,0,21,4,40,10,2,3,9,7,1,8
1403,41,1,FREQUENTLY,SALES,3,M,2,S,9355,1,0,18,3,40,8,5,3,8,7,7,7
1404,35,0,RARELY,SALES,4,M,1,M,8966,3,1,15,3,47,15,2,3,7,7,1,7
1405,33,1,RARELY,CONSULTANTS,1,M,4,D,3408,7,0,13,3,40,8,2,3,4,3,1,3
1406,45,0,RARELY,SALES,3,M,1,D,10761,4,1,12,3,49,18,2,3,5,4,0,2
1407,35,0,RARELY,OPERATIONS,4,M,3,S,4323,1,0,17,3,40,6,2,1,5,4,1,4
1408,42,0,FREQUENTLY,SALES,3,F,2,M,13525,5,0,14,3,40,23,2,4,20,4,4,8
1409,36,0,RARELY,CONSULTANTS,4,F,3,M,4663,9,1,12,3,48,7,2,3,3,2,1,1
1410,30,0,RARELY,SALES,2,F,2,D,5209,1,1,12,3,52,11,4,2,11,8,2,7
1411,40,1,RARELY,SALES,4,M,2,S,9094,2,1,12,3,52,9,2,3,5,4,1,0
1412,21,1,RARELY,CONSULTANTS,3,F,1,S,1416,1,0,13,3,40,1,6,2,1,0,1,0
1413,44,0,RARELY,CONSULTANTS,4,M,4,M,19513,4,1,12,3,45,26,2,4,2,2,0,1
1414,28,0,RARELY,CONSULTANTS,3,F,3,D,2377,5,0,18,3,40,6,2,3,2,2,2,2
1415,32,0,RARELY,CONSULTANTS,4,F,4,M,6322,1,1,12,3,52,6,2,2,6,4,0,5
1416,34,0,RARELY,OPERATIONS,2,M,4,M,3737,0,0,19,3,40,4,1,1,3,2,0,2
1417,36,0,RARELY,SALES,3,F,4,M,7644,0,0,19,3,40,10,2,3,9,7,3,4
1418,42,0,RARELY,CONSULTANTS,4,F,1,D,2576,3,0,16,3,40,8,5,3,5,2,1,2
1419,29,0,RARELY,CONSULTANTS,1,F,1,M,9715,3,0,13,3,40,9,3,3,7,7,0,7
1420,36,1,RARELY,CONSULTANTS,4,F,1,S,2743,1,0,16,3,40,18,1,3,17,13,15,14
1421,20,0,RARELY,SALES,3,F,3,S,2783,1,0,19,3,40,2,3,3,2,2,2,2
1422,49,0,RARELY,SALES,4,F,4,S,4507,3,0,12,3,40,8,1,4,5,1,0,4
1423,47,0,RARELY,CONSULTANTS,3,M,4,M,3420,7,0,12,3,40,17,2,2,6,5,1,2
1424,45,0,RARELY,CONSULTANTS,3,M,4,M,2132,4,0,20,4,40,8,3,3,5,4,0,3
1425,45,0,NON_TRAVEL,SALES,4,F,3,M,5593,1,0,13,3,40,15,2,3,15,10,4,12
1426,42,0,FREQUENTLY,CONSULTANTS,3,M,4,M,10124,2,1,14,3,65,24,3,1,20,8,13,9
1427,34,0,RARELY,SALES,4,M,3,D,8628,1,0,18,3,40,9,2,2,8,7,1,1
1428,43,1,RARELY,SALES,3,F,3,S,5346,8,0,13,3,40,7,2,2,4,3,1,3
1429,32,0,RARELY,SALES,3,M,4,S,5396,1,0,12,3,40,10,2,2,10,7,0,8
1430,38,0,RARELY,CONSULTANTS,4,M,3,M,6553,9,0,14,3,40,14,3,3,1,0,0,0
1431,40,0,RARELY,SALES,3,M,1,M,8396,1,0,14,3,40,8,3,2,7,7,7,5
1432,55,0,RARELY,CONSULTANTS,3,M,1,M,19038,8,0,12,3,40,34,2,3,1,0,0,0
1433,23,1,RARELY,CONSULTANTS,3,M,1,M,1601,1,1,21,4,50,1,2,3,0,0,0,0
1434,32,0,NON_TRAVEL,CONSULTANTS,4,F,4,D,6667,5,0,18,3,40,9,6,3,5,1,1,2
1435,32,0,RARELY,CONSULTANTS,2,F,4,S,11159,3,0,15,3,40,10,6,3,7,7,7,7
1436,29,0,RARELY,CONSULTANTS,4,M,3,M,11935,1,0,18,3,40,10,2,3,10,2,0,7
1437,24,0,FREQUENTLY,OPERATIONS,3,M,4,M,2145,0,0,14,3,40,3,2,3,2,2,2,1
1438,27,0,FREQUENTLY,CONSULTANTS,1,M,1,M,4298,5,0,19,3,40,6,1,3,2,2,2,0
1439,24,0,RARELY,SALES,4,F,3,D,4260,1,1,12,3,45,5,2,4,5,2,0,3
1440,27,0,RARELY,SALES,2,F,3,S,6500,0,0,14,3,40,9,5,2,8,7,0,7
1441,52,0,NON_TRAVEL,CONSULTANTS,4,M,4,M,4258,0,0,18,3,40,5,3,3,4,3,1,2
1442,28,0,RARELY,SALES,3,F,2,M,2856,1,0,19,3,40,1,3,3,1,0,0,0
1443,28,1,FREQUENTLY,CONSULTANTS,3,M,2,D,2596,1,0,15,3,40,1,2,3,1,0,0,0
1444,38,0,FREQUENTLY,CONSULTANTS,3,M,3,D,2610,1,0,11,3,40,4,2,3,4,2,0,3
1445,51,0,FREQUENTLY,SALES,3,M,2,M,10596,2,0,11,3,40,14,5,3,4,2,3,2
1446,26,0,RARELY,SALES,3,M,3,M,5296,1,0,17,3,40,8,3,3,8,7,7,7
1447,37,1,RARELY,CONSULTANTS,2,M,3,S,2090,6,1,15,3,50,7,3,3,0,0,0,0
1448,41,0,FREQUENTLY,SALES,3,F,1,D,4103,0,0,17,3,40,10,2,3,9,3,1,7
1449,58,1,RARELY,CONSULTANTS,4,F,4,M,10312,1,0,12,3,40,40,3,2,40,10,15,6
1450,29,0,RARELY,CONSULTANTS,3,M,1,S,2062,3,0,14,3,40,11,2,3,3,2,1,2
1451,30,0,RARELY,SALES,1,M,2,S,2983,0,0,14,3,40,4,3,3,3,2,1,2
1452,43,0,RARELY,CONSULTANTS,3,M,2,D,4876,5,0,12,3,40,8,0,3,6,4,0,2
1453,59,0,NON_TRAVEL,OPERATIONS,4,F,4,M,18844,9,0,21,4,40,30,3,3,3,2,2,2
1454,38,0,RARELY,CONSULTANTS,4,F,4,S,7625,0,0,13,3,40,10,4,2,9,7,1,8
1455,41,0,FREQUENTLY,CONSULTANTS,3,M,1,D,17181,4,0,13,3,40,21,2,2,7,6,7,7
1456,53,0,RARELY,CONSULTANTS,2,F,1,D,4450,1,0,11,3,40,5,3,3,4,2,1,3
1457,35,0,FREQUENTLY,CONSULTANTS,2,M,4,S,9362,2,0,11,3,40,10,2,3,2,2,2,2
1458,37,0,RARELY,CONSULTANTS,2,F,4,D,5731,7,0,13,3,40,9,2,3,6,2,1,3
1459,31,1,RARELY,SALES,3,F,3,M,4559,3,1,11,3,50,4,2,3,2,2,2,2
1460,43,0,RARELY,CONSULTANTS,4,F,3,D,4522,4,1,14,3,47,8,3,3,5,2,0,2
1461,30,1,FREQUENTLY,SALES,4,F,1,S,6696,5,0,15,3,40,9,5,2,6,3,0,1
1462,57,0,RARELY,SALES,3,M,4,D,14118,3,0,12,3,40,32,3,2,1,0,0,0
1463,44,0,RARELY,CONSULTANTS,3,M,4,S,2436,6,1,12,3,49,6,2,3,4,3,1,2
1464,36,0,RARELY,CONSULTANTS,3,M,4,M,3210,0,0,11,3,40,16,4,3,15,13,10,11
1465,43,0,NON_TRAVEL,CONSULTANTS,3,M,4,D,2089,4,0,14,3,40,7,3,4,5,4,2,2
1466,36,0,RARELY,CONSULTANTS,1,M,4,M,6586,0,1,17,3,51,17,2,2,16,8,4,11
1467,50,0,RARELY,SALES,3,M,3,M,19331,4,1,16,3,47,27,2,3,1,0,0,0
1468,27,1,RARELY,SALES,1,M,1,D,3041,0,0,11,3,40,5,3,3,4,3,0,2
1469,31,0,NON_TRAVEL,SALES,2,F,3,M,6932,1,0,13,3,40,9,2,2,9,8,0,0
1470,35,0,RARELY,CONSULTANTS,4,F,1,M,4014,3,1,15,3,49,4,3,3,2,2,2,2
1471,54,0,RARELY,CONSULTANTS,3,F,4,S,17328,6,0,19,3,40,29,3,2,20,7,12,7
1472,31,0,RARELY,CONSULTANTS,4,M,4,D,5915,3,0,22,4,40,10,3,2,7,7,1,7
1473,40,0,RARELY,CONSULTANTS,4,M,2,M,2387,3,0,22,4,40,7,3,3,4,2,0,3
1474,35,0,RARELY,CONSULTANTS,4,F,4,M,2977,1,0,12,3,40,4,5,3,4,3,1,1
1475,46,0,FREQUENTLY,CONSULTANTS,1,F,3,M,10527,5,0,11,3,40,28,3,2,2,2,1,2
1476,36,0,RARELY,SALES,4,F,2,S,9278,3,1,16,3,50,15,3,3,5,4,0,1
1477,49,0,RARELY,CONSULTANTS,2,M,3,M,18711,2,0,13,3,40,23,2,4,1,0,0,0
1478,24,0,RARELY,CONSULTANTS,3,M,3,M,4401,1,0,16,3,40,5,1,3,5,3,0,4
1479,31,0,FREQUENTLY,CONSULTANTS,1,F,1,M,4148,1,0,12,3,40,4,1,3,4,3,0,3
1480,53,0,RARELY,SALES,2,F,4,M,10934,7,1,18,3,48,35,3,3,5,2,0,4
1481,28,0,NON_TRAVEL,SALES,3,M,3,M,4221,1,0,15,3,40,5,3,4,5,4,0,4
